,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
2642,Skylanders Imaginators,2016,ToysforBob,Action;Platformer;3D,PlayStation4,79,5.3,not specified
2643,Empire Earth II,2005,MadDocSoftware,Strategy;Real-Time;Historic;General;Historic,PC,79,7.1,10  Online
2644,LocoRoco 2 Remastered,2017,SCEJapanStudio,Action;Platformer;2D,PlayStation4,79,7.2,not specified
2645,Fractured Space,2016,EdgeCaseGames,Sci-Fi;Strategy;Real-Time;General,PC,79,7.8,Online Multiplayer
2646,Yakuza 3,2010,RyugaGotokuStudios,Action Adventure;Modern;Modern;Open-World,PlayStation3,79,8.2,1 Player
2647,Chess Ultra,2017,Ripstone,Miscellaneous;Board / Card Game,Switch,79,7.8,2
2648,Kameo: Elements of Power,2005,RareLtd.,Action Adventure;Fantasy;General;Fantasy,Xbox360,79,8,2-Jan
2649,FIFA Soccer,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStationVita,79,7.1,not specified
2650,NBA Jam,2010,EACanada,Sports;Traditional;Team;Basketball;Arcade;Arcade,Wii,79,8.5,not specified
2651,The Magic Circle,2015,"Questionary,Question",Adventure;3D;First-Person,PC,79,7.3,No Online Multiplayer
2652,The King of Fighters XIII,2011,SNKPlaymore,Action;Fighting;Fighting;2D;2D,Xbox360,79,8.2,not specified
2653,Rock Band Unplugged,2009,"HarmonixMusicSystems,BackboneEntertainment",Action;Miscellaneous;Rhythm;Music;Music,PSP,79,8.6,not specified
2654,The Path,2009,TaleofTales,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,79,7,1 Player
2655,The Pinball of the Dead,2002,Sega,Miscellaneous;Parlor;Pinball,GameBoyAdvance,79,tbd,1 Player
2656,Metroid: Other M,2010,TeamNinja,Action;Action Adventure;Shooter;Sci-Fi;Sci-Fi;General;Third-Person;Sci-Fi,Wii,79,6.7,1 Player
2657,Shin Megami Tensei: Devil Survivor 2,2012,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,79,8.1,No Online Multiplayer
2658,Dungeon of the Endless,2014,AmplitudeStudios,Strategy;Real-Time;General;Fantasy,PC,79,7.9,Online Multiplayer
2659,Sesame Street: Once Upon a Monster,2011,DoubleFineProductions,Miscellaneous;Edutainment;Adventure;3D;Fantasy;Third-Person;Fantasy,Xbox360,79,6.9,2-Jan
2660,Revenge of the Titans,2010,PuppyGames,Strategy;Real-Time;Fantasy;General;Fantasy,PC,79,7.6,No Online Multiplayer
2661,Bookworm Adventures: Volume 2,2009,PopCap,Miscellaneous;Puzzle;Puzzle;Puzzle;Logic;Logic,PC,79,7.6,not specified
2662,R-Type Final,2004,Irem,Action;Shooter;Scrolling,PlayStation2,79,8.7,1 Player
2663,Hunter: The Reckoning,2002,HighVoltageSoftware,Action;Beat-'Em-Up,Xbox,79,8.4,4-Jan
2664,Tokyo Xtreme Racer 2,2000,Genki,Driving;Mission-based,Dreamcast,79,8.6,not specified
2665,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,79,7.4,not specified
2666,Gears of War 2: All Fronts Collection,2009,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,7.8,10  Online
2667,Brothers in Arms: Hell's Highway,2008,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79,7.9,No Online Multiplayer
2668,Banjo-Kazooie: Nuts & Bolts,2008,RareLtd.,Action;Platformer;Platformer;3D;3D,Xbox360,79,6.7,8  Online
2669,Slayaway Camp: Butcher's Cut,2018,BlueWizardDigital,Puzzle;Action,Switch,79,7.4,No Online Multiplayer
2670,The Metronomicon: Slay the Dance Floor,2017,Puuba,Action;Rhythm;Music,PlayStation4,79,7,not specified
2671,Star Wars: Empire at War,2006,Petroglyph,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,79,8.3,8  Online
2672,The Bigs,2007,BlueCastleGames,Sports;Traditional;Team;Baseball;Arcade;Arcade,Xbox360,79,8.4,4-Jan
2673,EA Sports MMA,2010,EATiburon,Action;Sports;Fighting;Fighting;Individual;Wrestling;Wrestling;Combat;Boxing / Martial Arts,Xbox360,79,8,not specified
2674,A Hat in Time,2017,GearsforBreakfast,Action;Platformer;3D,PlayStation4,79,7.6,No Online Multiplayer
2675,Scribblenauts,2009,5THCell,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,DS,79,7.6,not specified
2676,Europa Universalis: Rome - Vae Victis,2008,ParadoxDevelopmentStudio,Strategy;General;General,PC,79,8.6,32  Online
2677,NHL 07,2006,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,79,5.3,4  Online
2678,GoNNER,2017,ArtinHeart,Action;Platformer;2D,Switch,79,7.6,No Online Multiplayer
2679,Life is Strange: Before the Storm - Episode 2: Brave New World,2017,DeckNineGames,Action Adventure;General,PlayStation4,79,8.2,not specified
2680,Sonic Colors,2010,DimpsCorporation,Action;Platformer;Platformer;2D;2D;3D,DS,79,7.9,not specified
2681,Silent Hunter: Wolves of the Pacific,2007,UbisoftRomania,Simulation;Submarine;Submarine;Marine;Combat,PC,79,7.1,8  Online
2682,Dead or Alive: Dimensions,2011,TeamNinja,Action;Fighting;Fighting;3D;3D,3DS,79,8.1,2  Online
2683,For the King,2018,IronOakGames,Role-Playing;Roguelike,PC,79,7.3,Online Multiplayer
2684,Rock Band 4,2015,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,79,6.5,Up to 4 
2685,Lost Planet: Extreme Condition,2007,Capcom,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,7.1,16  Online
2686,1701 A.D.,2006,RelatedDesigns,Strategy;Real-Time;Historic;General;Historic,PC,79,8.4,4  Online
2687,Stasis,2015,THEBROTHERHOOD,General;Miscellaneous;General,PC,79,7.6,not specified
2688,Otogi 2: Immortal Warriors,2004,FromSoftware,Action Adventure;Fantasy,Xbox,79,8.3,1 Player
2689,Chime,2010,ZoeMode,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,79,7.9,not specified
2690,Return to Mysterious Island,2004,KheopsStudio,Adventure;First-Person;Point-and-Click;Modern;Modern,PC,79,8.2,1 Player
2691,Rubik's Puzzle Galaxy: RUSH,2009,TwoTribes,Miscellaneous;Puzzle;Puzzle;General;General,Wii,79,tbd,2-Jan
2692,Smuggler's Run,2000,RockstarSanDiego,Driving;Mission-based,PlayStation2,79,6.8,2-Jan
2693,Puzzle Dimension,2011,DoctorEntertainment,Miscellaneous;Puzzle;General;Puzzle;General,PlayStation3,79,tbd,not specified
2694,Mega Man Legacy Collection + Mega Man Legacy Collection 2,2018,DigitalEclipse,Miscellaneous;Compilation,Switch,79,8.5,No Online Multiplayer
2695,NFL Fever 2002,2001,MicrosoftGameStudios,Sports;Traditional;Football;Sim,Xbox,79,8.3,4-Jan
2696,Kohan: Ahriman's Gift,2001,TimeGateStudios,Strategy;General;General,PC,79,8.7,8-Jan
2697,Pac-Man Collection,2001,MassMedia,Action;General,GameBoyAdvance,79,7.7,not specified
2698,Emperor: Battle for Dune,2001,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,79,8.2,8-Jan
2699,Rowan's Battle of Britain,2001,RowanSoftwareLtd.,Simulation;Flight;WWII;Combat,PC,79,tbd,8-Jan
2700,Steredenn,2016,PixelnestStudio,Action;Shooter;Shoot-'Em-Up;Horizontal,XboxOne,79,6.1,not specified
2701,The Evil Within,2014,TangoGameworks,Horror;Action Adventure;Horror;Survival,XboxOne,79,7.3,not specified
2702,Cart Life,2010,RichardHofmeier,Simulation;General;General,PC,79,6.1,not specified
2703,Sword of the Stars: Born of Blood,2007,KerberosProductions,Strategy;Turn-Based;General;Sci-Fi;Sci-Fi,PC,79,8.1,8  Online
2704,Gun,2005,NeversoftEntertainment,Action Adventure;Historic,Xbox,79,7.5,1 Player
2705,Worms Reloaded,2010,Team17,Strategy;Turn-Based;General;Wargame;General;Fantasy;Artillery,PC,79,6.9,not specified
2706,Warhammer: End Times - Vermintide,2015,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Tactical,PC,79,7.8,not specified
2707,Euro Truck Simulator 2,2013,SCSSoftware,Simulation;General;General;Vehicle;Civilian,PC,79,8.7,not specified
2708,Final Fantasy I & II: Dawn of Souls,2004,ToseSoftware,Role-Playing;Console-style RPG,GameBoyAdvance,79,7,1 Player
2709,Tropico 3,2009,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,79,8.2,1 Player
2710,Skies of Fury DX,2018,SeedInteractive,Simulation;Flight;Combat,Switch,79,6.7,No Online Multiplayer
2711,Wilson's Heart,2017,TwistedPixelGames,Action Adventure;Adventure;General,PC,79,8.3,not specified
2712,Else Heart.Break(),2015,ErikSvedang,Role-Playing;General,PC,79,8.3,No Online Multiplayer
2713,NHL 2K10,2009,Take-TwoInteractive,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Wii,79,6.8,not specified
2714,GrimGrimoire,2007,VanillaWare,Strategy;Real-Time;Fantasy,PlayStation2,79,7.9,1 Player
2715,Trauma Center: Under the Knife 2,2008,Vanguard,Action;Simulation;General;General;Virtual;Career,DS,79,8.5,1 Player
2716,Cities: Skylines - After Dark,2015,ColossalOrder,Strategy;Management;Government,PC,79,7.8,not specified
2717,Runaway: A Twist of Fate,2011,PenduloStudios,Adventure;3D;Point-and-Click;Modern;Third-Person,PC,79,8.3,1 Player
2718,La Pucelle: Tactics,2004,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PlayStation2,79,8.6,1 Player
2719,Quarrel,2012,Denki,Miscellaneous;Puzzle;Logic;Puzzle;Strategy;General;General,Xbox360,79,8.1,4-Jan
2720,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,79,8.2,not specified
2721,FAR: Lone Sails,2018,Okomotive,Action;Platformer;2D,PC,79,8,No Online Multiplayer
2722,Jotun,2015,ThunderLotusGames,Action;General,PC,79,6.9,No Online Multiplayer
2723,Bloodline Champions,2011,StunlockStudios,Action;Strategy;General;Real-Time;MOBA;MOBA,PC,79,8,not specified
2724,Transformers: Fall of Cybertron,2012,HighMoonStudios,General;Action;General;Shooter;Third-Person;Arcade,Xbox360,79,8.4,not specified
2725,Pokken Tournament DX,2017,BandaiNamcoGames,Action;Fighting;3D,Switch,79,7.3,2
2726,Little Nightmares: Complete Edition,2018,TarsierStudios,Action Adventure;Linear,Switch,79,8.5,No Online Multiplayer
2727,Subsurface Circular,2018,MikeBithell,Adventure;General,Switch,79,7.4,No Online Multiplayer
2728,Wipeout 2048,2012,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStationVita,79,8.2,not specified
2729,The Legend of Heroes: Trails in the Sky,2011,Falcom,Role-Playing;General;Console-style RPG;Console-style RPG;Japanese-Style,PSP,79,8.5,No Online Multiplayer
2730,Legends of War: Patton's Campaign,2011,EnigmaSoftwareProductions,Strategy;General;General,PSP,79,8.1,1 Player
2731,Chessmaster,2003,UbisoftRomania,Miscellaneous;Board Games,PlayStation2,79,7.3,2-Jan
2732,The Sims: Superstar,2003,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,79,8,1 Player
2733,Bust-A-Move 4,2000,TaitoCorporation,Miscellaneous;Puzzle;Matching,Dreamcast,79,8.5,2-Jan
2734,Cuboid,2009,CreatStudios,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,79,7.6,1 Player
2735,"You, Me, and the Cubes",2009,fyto,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,Wii,79,6.7,2-Jan
2736,Street Fighter Alpha Anthology,2006,Capcom,Miscellaneous;Compilation,PlayStation2,79,8.1,2-Jan
2737,Payday 2,2013,OverkillSoftware,Action;Shooter;Shooter;First-Person;Fantasy;General;Fantasy;Arcade,PC,79,3.6,Online Multiplayer
2738,Spider-Man: The Movie,2002,Treyarch,Action;Beat-'Em-Up,Xbox,79,7.5,1 Player
2739,Dead Rising 2: Case Zero,2010,BlueCastleGames,Action Adventure;Horror;Survival,Xbox360,79,7.8,not specified
2740,Until Dawn,2015,SuperMassiveGames,Action Adventure;Horror;Survival;Adventure;3D;Third-Person,PlayStation4,79,8.3,No Online Multiplayer
2741,Castlevania: Lament of Innocence,2003,KCET,Action Adventure;Horror,PlayStation2,79,8.4,1 Player
2742,Midnight Club: LA Remix,2008,RockstarLondon,Driving;Racing;Arcade;Arcade;Automobile,PSP,79,8.7,4-Jan
2743,Dungeons of Dredmor,2011,GaslampGames,Role-Playing;General;General;Roguelike,PC,79,7.8,not specified
2744,EA Sports Active 2,2010,EACanada,Sports;Miscellaneous;General;Exercise / Fitness,Wii,79,8.1,not specified
2745,Assassin's Creed: Director's Cut Edition,2008,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,79,7.5,No Online Multiplayer
2746,NASCAR 06: Total Team Control,2005,EASports,Driving;Racing;Stock Car,Xbox,79,5.9,4  Online
2747,LittleBigPlanet 3,2014,SumoDigital,Action;Platformer;2D,PlayStation4,79,7.2,Up to 4 
2748,Quantum Conundrum,2012,AirtightGames,Miscellaneous;Puzzle;General;Puzzle;General,PlayStation3,79,7.1,not specified
2749,DeathSpank,2010,HotheadGames,Action;Role-Playing;General;Action RPG,Xbox360,79,8.2,not specified
2750,Tom Clancy's Ghost Recon: Future Soldier,2012,UbisoftParis,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,Xbox360,79,7.3,not specified
2751,Death Road to Canada,2018,RocketcatGames,Action;General,Switch,79,7.1,No Online Multiplayer
2752,The Unfinished Swan,2012,GiantSparrow,Action;Adventure;General;General;3D;First-Person,PlayStation3,79,8.1,1 Player
2753,Dissidia: Final Fantasy,2009,SquareEnix,Action;Fighting;Fighting;3D;3D,PSP,79,8,2-Jan
2754,The Next Penelope,2017,AurelienRegard,Action;Racing;General;Arcade;Futuristic,Switch,79,6.4,not specified
2755,The New York Times Crosswords,2007,BudCat,Miscellaneous;Puzzle;Puzzle;General;Logic;General,DS,79,6.7,4  Online
2756,Prototype,2009,RadicalEntertainment,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PlayStation3,79,7.7,not specified
2757,MTV Music Generator 3: This Is the Remix,2004,MixMax,Miscellaneous;Music Maker,Xbox,79,5.4,1 Player
2758,ESPN Major League Baseball,2004,BlueShift,Sports;Traditional;Baseball;Sim,PlayStation2,79,8.7,4-Jan
2759,Tak and the Power of Juju,2003,AvalancheSoftware,Action;Platformer;3D,GameBoyAdvance,79,8.2,1 Player
2760,Final Fantasy Origins,2003,TOSE,Role-Playing;Console-style RPG,PlayStation,79,7.9,1 Player
2761,Dynasty Tactics,2002,Koei,Role-Playing;Strategy;Turn-Based;Console-style RPG;Historic,PlayStation2,79,8.1,2-Jan
2762,Parasite Eve II,2000,SquareSoft,Role-Playing;Action RPG,PlayStation,79,9,1 Player
2763,For Honor,2017,UbisoftMontreal,Action Adventure;General,XboxOne,79,5.9,Up to 8 
2764,Sang-Froid: Tales of Werewolves,2013,ArtificeStudio,Action;Action Adventure;General;General,PC,79,7.9,not specified
2765,The Incredible Adventures of Van Helsing: Final Cut,2015,NeocoreGames,Role-Playing;Action RPG,PC,79,7.5,not specified
2766,Def Jam: Fight for NY: The Takeover,2006,AkiCorp.,Action;Fighting;Fighting;Wrestling;3D;Wrestling,PSP,79,8.2,2-Jan
2767,Hexic HD,2005,CarbonatedGames,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Xbox360,79,7,1 Player
2768,WWE Day of Reckoning,2004,Yuke's,Action;Fighting;Wrestling,GameCube,79,8.9,4-Jan
2769,Jotun: Valhalla Edition,2016,ThunderLotusGames,Action;General,WiiU,79,6.4,not specified
2770,Stella Glow,2015,"ImageEpoch,Imageepoch",Strategy;Turn-Based;General,3DS,79,8.4,No Online Multiplayer
2771,Edge,2013,TwoTribes,General;Puzzle;Miscellaneous;Puzzle;General,WiiU,79,7.5,not specified
2772,Professor Layton VS Phoenix Wright Ace Attorney,2014,Level5,General;Puzzle;Miscellaneous;Puzzle;General,3DS,79,8.2,No Online Multiplayer
2773,Call of Juarez: Gunslinger,2013,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79,8.2,not specified
2774,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,2009,AtlusCo.,Role-Playing;General,PlayStation2,79,8.2,not specified
2775,Blossom Tales: The Sleeping King,2017,"CastlePixel,LLC.",Action Adventure;Open-World,Switch,79,8.1,No Online Multiplayer
2776,Rome: Total War Alexander,2006,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,79,7.5,6  Online
2777,Street Fighter Anniversary Collection,2005,Capcom,Miscellaneous;Compilation,Xbox,79,6.7,2  Online
2778,Hob,2017,RunicGames,Action;General,PlayStation4,79,7.1,not specified
2779,Sam & Max Episode 102: Situation: Comedy,2006,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,79,7.9,No Online Multiplayer
2780,Prototype 2,2012,RadicalEntertainment,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PlayStation3,79,6.8,not specified
2781,Final Fantasy XIII-2,2012,SquareEnix,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,79,6.3,not specified
2782,LEGO Harry Potter: Years 1-4,2010,Traveller'sTales,Action Adventure;Adventure;General;Fantasy;General;Fantasy,Xbox360,79,8,No Online Multiplayer
2783,Rumu,2017,RobotHouse,Adventure;General,PC,79,tbd,not specified
2784,Killing Floor 2,2017,TripwireInteractive,Action;Shooter;First-Person;Arcade,XboxOne,79,6.5,not specified
2785,NieR: Automata - 3C3C1D119440927,2017,PlatinumGames,Role-Playing;Action RPG,PlayStation4,79,7.2,not specified
2786,Zen Pinball 2: Bethesda Pinball,2016,ZenStudios,Action;Pinball,PlayStation4,79,tbd,not specified
2787,Fallout 4: Far Harbor,2016,BethesdaGameStudios,Role-Playing;Western-Style,PC,79,6.6,not specified
2788,Goetia,2016,Sushee,Adventure;Point-and-Click,PC,79,7.6,No Online Multiplayer
2789,Monster Tale,2011,DreamRift,Action;Platformer;Platformer;2D;2D,DS,79,7.9,No Online Multiplayer
2790,Tropico 3: Absolute Power,2010,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,79,7.6,not specified
2791,Age of Zombies,2010,HalfbrickStudios,Action Adventure;Horror;Horror;Survival,PSP,79,6.8,not specified
2792,Bit.Trip Void,2009,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Wii,79,7.9,4-Jan
2793,NBA 09 The Inside,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Basketball;Sim;Sim,PSP,79,7.4,2-Jan
2794,Sam & Max Episode 106: Bright Side of the Moon,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,79,7.4,No Online Multiplayer
2795,Activision Anthology,2003,Aspyr,Miscellaneous;Compilation,GameBoyAdvance,79,tbd,2-Jan
2796,Day of Defeat,2003,ValveSoftware,Action;Shooter;Shooter;First-Person;Historic;Tactical;Historic,PC,79,9.1,Jan-32
2797,Tekken 4,2002,Namco,Action;Fighting;3D,PlayStation2,79,8.2,2-Jan
2798,Twisted Metal: Black Online,2002,IncognitoInc.,Driving;Car Combat,PlayStation2,79,7.1,2-Jan
2799,Jumpgate: The Reconstruction Initiative,2001,NetDevil,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,79,tbd,Massively Multiplayer
2800,Aqua Aqua,2001,ZedTwoLimited,Miscellaneous;Puzzle;Puzzle;General,PlayStation2,79,tbd,2-Jan
2801,Space Empires IV,2000,MalfadorMachinations,Strategy;Turn-Based;General;General;4X,PC,79,8.3,Up to 20 
2802,Sega Marine Fishing,2000,Sega,Sports;Nature;Fishing,Dreamcast,79,8.5,not specified
2803,Resident Evil 4: Ultimate HD Edition,2014,"Capcom,QLOC",Action Adventure;Horror;Survival,PC,79,8.1,No Online Multiplayer
2804,Mario vs. Donkey Kong: Mini-Land Mayhem,2010,"Nintendo,NintendoSoftwareTechnology",Action;Platformer;Platformer;2D;2D,DS,79,7.8,not specified
2805,Sam & Max Episode 203: Night of the Raving Dead,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,79,8.2,1 Player
2806,Metroid Prime Pinball,2005,FuseGamesLimited,Action;Miscellaneous;Parlor;Pinball;Pinball,DS,79,7.9,8-Jan
2807,Mega Man & Bass,2003,Capcom,Action;Platformer;2D,GameBoyAdvance,79,8.7,1 Player
2808,Alien Hominid HD,2007,TheBehemoth,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,Xbox360,79,7.5,4  Online
2809,F.E.A.R. 2: Project Origin,2009,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,79,7.9,16  Online
2810,Black,2006,CriterionGames,Action;Shooter;First-Person;Modern,PlayStation2,79,8.4,1 Player
2811,Ghostbusters: The Video Game,2009,TerminalReality,Action;General;General,Xbox360,79,8.5,4  Online
2812,Just Dance 2014,2013,Ubisoft,Action;Miscellaneous;Rhythm;Dancing;Dancing,Xbox360,79,7.8,not specified
2813,Retro City Rampage,2012,VblankEntertainmentInc.,Action Adventure;Adventure;3D;Open-World;Modern;Third-Person;Modern,PlayStationVita,79,7.8,not specified
2814,King Arthur: The Role-Playing Wargame,2009,NeocoreGames,Strategy;Real-Time;Fantasy;General,PC,79,7.9,not specified
2815,Rock of Ages 2: Bigger & Boulder,2017,ACETeam,Action;General,PlayStation4,79,7.4,Up to 4 
2816,Kelvin and the Infamous Machine,2016,Blyts,Adventure;Point-and-Click,PC,79,7.9,No Online Multiplayer
2817,Auditorium HD,2010,CipherPrime,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,79,8.6,not specified
2818,OlliOlli,2014,TomHegarty,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PlayStationVita,79,8,not specified
2819,Sid Meier's Civilization: Beyond Earth - Rising Tide,2015,FiraxisGames,Strategy;Turn-Based;General;4X,PC,79,6,not specified
2820,Unforeseen Incidents,2018,BackwoodsEntertainment,Adventure;General,PC,79,7.9,No Online Multiplayer
2821,Smuggler's Run: Warzones,2002,RockstarSanDiego,Driving;Mission-based,GameCube,79,6.9,4-Jan
2822,Golden Sun: Dark Dawn,2010,CamelotSoftwarePlanning,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,79,8.2,No Online Multiplayer
2823,Hasbro Family Game Night: Scrabble,2009,ElectronicArts,Miscellaneous;Board Games;Board / Card Game,Xbox360,79,8,not specified
2824,Memoria,2013,DaedalicEntertainment,Adventure;General;General;Point-and-Click,PC,79,8.2,not specified
2825,FRAMED Collection,2018,LoveshackEntertainment,Miscellaneous;Compilation,Switch,79,tbd,No Online Multiplayer
2826,Joe Dever's Lone Wolf,2018,"Bulkypix,ForgeReply",Action;General,Switch,79,7.6,No Online Multiplayer
2827,The Last Door,2014,TheGameKitchen,Adventure;General,PC,79,7.7,not specified
2828,NHL 2K7,2006,KushGames,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,79,6.6,8  Online
2829,Shadowgrounds Survivor,2007,"Frozenbyte,Inc.",Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,79,7.6,No Online Multiplayer
2830,Shooty Fruity,2017,nDreams,Action;Shooter;Light Gun,PlayStation4,79,5.9,not specified
2831,The Inner World: The Last Wind Monk,2017,Fizbin,Adventure;General,PC,79,7.3,No Online Multiplayer
2832,Cat Quest,2017,TheGentlebros,Role-Playing;Action RPG,PC,79,7.9,No Online Multiplayer
2833,OutRun2,2004,SumoDigital,Driving;Racing;Arcade,Xbox,79,8.8,8  Online
2834,Armed and Dangerous,2003,PlanetMoonStudios,Action;Shooter;Third-Person;Sci-Fi,Xbox,79,7,1 Player
2835,Gothic II,2003,PiranhaBytes,Role-Playing;PC-style RPG;Western-Style,PC,79,8.9,1 Player
2836,Port Royale,2003,"AscaronEntertainmentGmbH,AscaronEntertainment",Strategy;Real-Time;Historic;General,PC,79,8,8-Jan
2837,Deadly Dozen: Pacific Theater,2002,Nfusion,Action;Shooter;Shooter;First-Person;Tactical;Historic;Historic,PC,79,7.9,Jan-32
2838,Shattered Galaxy,2001,Nexon,Role-Playing;Strategy;General;General;Massively Multiplayer,PC,79,8.3,Massively Multiplayer
2839,Namco Museum,2001,MassMedia,Miscellaneous;Compilation,GameBoyAdvance,79,7.3,not specified
2840,Close Combat: Invasion: Normandy,2000,AtomicGames,Strategy;Turn-Based;Real-Time;Historic;Tactics,PC,79,8.1,2-Jan
2841,ZEN Pinball 3D,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,3DS,79,7.7,1 Player
2842,King's Bounty: The Legend,2008,KatauriInteractive,Strategy;Turn-Based;Fantasy;General;Fantasy;Tactics,PC,79,8.7,1 Player
2843,Metal Slug Advance,2004,NoiseFactory,Action;Shooter;Scrolling,GameBoyAdvance,79,8.5,1 Player
2844,Buffy the Vampire Slayer,2002,DoubleHelixGames,Action;Beat-'Em-Up,Xbox,79,8,1 Player
2845,ECHO,2017,UltraUltra,Action Adventure;General,PlayStation4,79,7.1,No Online Multiplayer
2846,Call of Duty: Black Ops - Escalation,2011,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,79,5.2,not specified
2847,Heavenly Sword,2007,NinjaTheory,Action;Beat-'Em-Up;Beat-'Em-Up;3D,PlayStation3,79,8.2,No Online Multiplayer
2848,NCAA Football 13,2012,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,79,4.1,not specified
2849,Tales of Vesperia,2008,BandaiNamcoGames,Role-Playing;Console-style RPG;Action RPG;Console-style RPG;Japanese-Style,Xbox360,79,8.3,No Online Multiplayer
2850,Fat Princess,2009,TitanStudios,Action;General;General,PlayStation3,79,8.4,32  Online
2851,Uru: Ages Beyond Myst,2003,CyanWorlds,Adventure;3D;First-Person;Fantasy;Fantasy,PC,79,7.3,Massively Multiplayer
2852,Pillars of Eternity: The White March - Part 2,2016,ObsidianEntertainment,Role-Playing;Western-Style,PC,79,7.1,not specified
2853,Greed Corp,2010,W!Games,Strategy;Turn-Based;Modern;General;Modern,Xbox360,79,7,not specified
2854,Little Inferno,2012,TomorrowCorporation,Miscellaneous;Puzzle;Action;Puzzle;Action,WiiU,79,7.5,not specified
2855,Guild Wars: Eye of the North,2007,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,79,8.5,Massively Multiplayer
2856,Outlast 2,2018,RedBarrels,Action Adventure;Survival,Switch,79,7.6,No Online Multiplayer
2857,Summon Night: Swordcraft Story 2,2006,Flight-Plan,Role-Playing;Action RPG,GameBoyAdvance,79,8.6,2-Jan
2858,Driveclub Bikes,2015,EvolutionStudios,Racing;Simulation;Automobile,PlayStation4,79,7.6,Up to 12 
2859,Project: Snowblind,2005,CrystalDynamics,Action;Shooter;First-Person;Sci-Fi,Xbox,79,7,16  Online
2860,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015,TelltaleGames,Adventure;General,PC,79,8.4,not specified
2861,Pit People,2018,TheBehemoth,Action;Strategy;Turn-Based;General;Tactics,XboxOne,79,7.3,not specified
2862,Nioh: Defiant Honor,2017,TeamNinja,Role-Playing;Action RPG,PlayStation4,79,6.6,not specified
